Facility_id Product_id "Stock Status As Of" "Stock on Hand" AMC MOS "% Records Blank"
"FACILITY 100" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 100.0 14.333333333333334 6.976744186046512 0.0
"FACILITY 100" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-09-01 1035.0 37.333333333333336 27.723214285714285 0.0
"FACILITY 100" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 150.0 9.333333333333334 16.07142857142857 0.0
"FACILITY 100" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-07-01 7.0   0.0
"FACILITY 100" "MALE CONDOMS" 2024-10-01 7200.0 2925.3333333333335 2.461257976298997 0.0
"FACILITY 100" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 820.0 73.33333333333333 11.181818181818182 0.0
"FACILITY 100" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 2722.0 69.66666666666667 39.071770334928225 0.0
"FACILITY 100" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 888.0 136.0 6.529411764705882 0.0
"FACILITY 100" "OXYTOCIN 10 IU/ML, 1ML" 2024-09-01 80.0 40.0 2.0 0.0
"FACILITY 101" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-04-01 0.0 5.0 0.0 0.0
"FACILITY 101" "FEMALE CONDOMS" 2024-09-01 20.0 12.0 1.6666666666666667 0.0
"FACILITY 101" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-09-01 3.0 4.666666666666667 0.6428571428571428 0.0
"FACILITY 101" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 10.0 5.5 1.8181818181818181 0.0
"FACILITY 101" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 0.0 5.333333333333333 0.0 0.0
"FACILITY 101" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 400.0 10.0 40.0 0.0
"FACILITY 101" "MALE CONDOMS" 2024-10-01 1152.0 2016.0 0.5714285714285714 0.0
"FACILITY 101" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 200.0 120.0 1.6666666666666667 0.0
"FACILITY 101" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 2000.0 400.0 5.0 0.0
"FACILITY 101" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 30.0 10.0 3.0 0.0
"FACILITY 101" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 234.0 68.0 3.4411764705882355 0.0
"FACILITY 101" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-06-01 0.0 14.666666666666666 0.0 0.0
"FACILITY 102" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 21.0 5.0 4.2 0.0
"FACILITY 102" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-10-01 100.0 7.5 13.333333333333334 0.041666666666666664
"FACILITY 102" "FEMALE CONDOMS" 2024-10-01 74.0   0.0
"FACILITY 102" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 12.0 14.333333333333334 0.8372093023255813 0.0
"FACILITY 102" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 160.0 10.0 16.0 0.0
"FACILITY 102" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 9.0 13.0 0.6923076923076923 0.0
"FACILITY 102" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 190.0   0.0
"FACILITY 102" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-07-01 20.0   0.0
"FACILITY 102" "MALE CONDOMS" 2024-10-01 51988.0 3055.0 17.01734860883797 0.0
"FACILITY 102" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 140.0 160.0 0.875 0.0
"FACILITY 102" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 2282.0 110.0 20.745454545454546 0.0
"FACILITY 102" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 8.0 1.5 5.333333333333333 0.0
"FACILITY 102" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 101.0 170.33333333333334 0.5929549902152641 0.0
"FACILITY 102" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 590.0 33.333333333333336 17.7 0.0
"FACILITY 102" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 150.0 16.666666666666668 9.0 0.0
"FACILITY 103" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 16.0   0.0
"FACILITY 103" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2023-11-01 20.0   0.0
"FACILITY 103" "FEMALE CONDOMS" 2024-10-01 40.0 133.33333333333334 0.3 0.0
"FACILITY 103" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2023-10-01 0.0 7.5 0.0 0.0
"FACILITY 103" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 20.0 8.0 2.5 0.0
"FACILITY 103" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 24.0 5.666666666666667 4.235294117647059 0.0
"FACILITY 103" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 250.0 20.0 12.5 0.0
"FACILITY 103" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-09-01 40.0 10.0 4.0 0.0
"FACILITY 103" "MALE CONDOMS" 2024-10-01 27792.0 1728.0 16.083333333333332 0.0
"FACILITY 103" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 260.0 140.0 1.8571428571428572 0.0
"FACILITY 103" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 2241.0 216.66666666666666 10.343076923076923 0.0
"FACILITY 103" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 165.0 5.333333333333333 30.9375 0.0
"FACILITY 103" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 213.0 139.0 1.5323741007194245 0.0
"FACILITY 103" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 650.0 23.333333333333332 27.857142857142858 0.0
"FACILITY 103" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 10.0 16.666666666666668 0.6 0.0
"FACILITY 104" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 12.0 1.0 12.0 0.0
"FACILITY 104" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-09-01 40.0 13.333333333333334 3.0 0.0
"FACILITY 104" "FEMALE CONDOMS" 2024-10-01 355.0 15.0 23.666666666666668 0.0
"FACILITY 104" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 0.0 23.333333333333332 0.0 0.0
"FACILITY 104" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 140.0 23.333333333333332 6.0 0.0
"FACILITY 104" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 10.0 4.666666666666667 2.142857142857143 0.0
"FACILITY 104" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 40.0 13.333333333333334 3.0 0.0
"FACILITY 104" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-08-01 20.0   0.0
"FACILITY 104" "MALE CONDOMS" 2024-10-01 11808.0 4944.0 2.3883495145631066 0.0
"FACILITY 104" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 140.0 240.0 0.5833333333333334 0.0
"FACILITY 104" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 1362.0 171.66666666666666 7.933980582524272 0.0
"FACILITY 104" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 0.0 103.66666666666667 0.0 0.0
"FACILITY 104" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 510.0 28.0 18.214285714285715 0.0
"FACILITY 104" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-09-01 40.0 35.333333333333336 1.1320754716981132 0.0
"FACILITY 105" "CALCIUM GLUCONATE 10%, 10ML" 2024-05-01 10.0   0.0
"FACILITY 105" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 11.0   0.0
"FACILITY 105" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2023-06-01 0.0 10.0 0.0 0.0
"FACILITY 105" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 4.0 8.0 0.5 0.0
"FACILITY 105" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 80.0 13.333333333333334 6.0 0.0
"FACILITY 105" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 29.0 22.666666666666668 1.2794117647058822 0.0
"FACILITY 105" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 150.0 43.666666666666664 3.435114503816794 0.0
"FACILITY 105" "MALE CONDOMS" 2024-10-01 24600.0 6850.333333333333 3.5910661281689458 0.0
"FACILITY 105" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 240.0 66.66666666666667 3.5999999999999996 0.0
"FACILITY 105" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 480.0 104.0 4.615384615384615 0.0
"FACILITY 105" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-09-01 3.0 69.0 0.043478260869565216 0.0
"FACILITY 105" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 51.0 81.0 0.6296296296296297 0.0
"FACILITY 105" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 540.0 23.333333333333332 23.142857142857142 0.0
"FACILITY 105" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 190.0 18.333333333333332 10.363636363636365 0.0
"FACILITY 106" "CALCIUM GLUCONATE 10%, 10ML" 2024-05-01 0.0 10.0 0.0 0.0
"FACILITY 106" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-10-01 5.0 6.0 0.8333333333333334 0.0
"FACILITY 106" "FEMALE CONDOMS" 2024-09-01 70.0   0.0
"FACILITY 106" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 30.0 26.666666666666668 1.125 0.0
"FACILITY 106" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 70.0 23.333333333333332 3.0 0.0
"FACILITY 106" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 25.0 5.0 5.0 0.0
"FACILITY 106" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 118.0 16.666666666666668 7.079999999999999 0.0
"FACILITY 106" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-09-01 50.0 5.0 10.0 0.0
"FACILITY 106" "MALE CONDOMS" 2024-10-01 24600.0 3213.3333333333335 7.655601659751037 0.041666666666666664
"FACILITY 106" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 480.0 366.6666666666667 1.309090909090909 0.0
"FACILITY 106" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 492.0 242.66666666666666 2.0274725274725274 0.0
"FACILITY 106" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 0.0 3.0 0.0 0.0
"FACILITY 106" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 561.0 211.0 2.6587677725118484 0.0
"FACILITY 106" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 510.0 26.666666666666668 19.125 0.043478260869565216
"FACILITY 106" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 120.0 35.0 3.4285714285714284 0.0
"FACILITY 107" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 20.0 10.0 2.0 0.0
"FACILITY 107" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-10-01 5.0 10.0 0.5 0.0
"FACILITY 107" "FEMALE CONDOMS" 2024-10-01 161.0 32.0 5.03125 0.0
"FACILITY 107" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 45.0 17.0 2.6470588235294117 0.0
"FACILITY 107" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 110.0 20.0 5.5 0.0
"FACILITY 107" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-08-01 0.0 13.333333333333334 0.0 0.0
"FACILITY 107" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-09-01 50.0 33.333333333333336 1.5 0.0
"FACILITY 107" "MAGNESIUM SULPHATE 20%, 2ML AMPOULE" 2024-07-01 45.0 7.5 6.0 0.0
"FACILITY 107" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-09-01 30.0 10.0 3.0 0.0
"FACILITY 107" "MALE CONDOMS" 2024-10-01 156696.0 8314.333333333334 18.8464899971936 0.0
"FACILITY 107" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 0.0 226.66666666666666 0.0 0.0
"FACILITY 107" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 572.0 152.66666666666666 3.7467248908296944 0.0
"FACILITY 107" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 3.0 26.0 0.11538461538461539 0.0
"FACILITY 107" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 1983.0 336.3333333333333 5.89593657086224 0.0
"FACILITY 107" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 420.0 60.0 7.0 0.0
"FACILITY 107" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 63.0 29.0 2.1724137931034484 0.0
"FACILITY 108" "CALCIUM GLUCONATE 10%, 10ML" 2024-05-01 15.0 5.0 3.0 0.0
"FACILITY 108" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 29.0 6.0 4.833333333333333 0.0
"FACILITY 108" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-09-01 0.0 20.0 0.0 0.0
"FACILITY 108" "FEMALE CONDOMS" 2024-10-01 1745.0 85.0 20.529411764705884 0.0
"FACILITY 108" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 6.0 28.333333333333332 0.21176470588235294 0.0
"FACILITY 108" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 30.0 16.666666666666668 1.7999999999999998 0.0
"FACILITY 108" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 0.0 20.0 0.0 0.0
"FACILITY 108" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 1170.0 17.0 68.82352941176471 0.0
"FACILITY 108" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-09-01 20.0 13.333333333333334 1.5 0.0
"FACILITY 108" "MALE CONDOMS" 2024-10-01 59760.0 19008.0 3.143939393939394 0.0
"FACILITY 108" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 560.0 460.0 1.2173913043478262 0.0
"FACILITY 108" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 2485.0 73.33333333333333 33.88636363636364 0.0
"FACILITY 108" "MISOPROSTOL 200 MCG, TABLETS" 2024-10-01 0.0   0.0
"FACILITY 108" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 120.0 15.0 8.0 0.0
"FACILITY 108" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 105.0 218.0 0.481651376146789 0.0
"FACILITY 108" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 2850.0 200.66666666666666 14.20265780730897 0.0
"FACILITY 108" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 100.0 100.0 1.0 0.0
"FACILITY 108" "TRANEXAMIC ACID 500MG" 2024-09-01 0.0 50.0 0.0 0.0
"FACILITY 109" "CALCIUM GLUCONATE 10%, 10ML" 2024-10-01 10.0 23.666666666666668 0.4225352112676056 0.0
"FACILITY 109" "COPPER CONTAINING IUCD (COPPER T)" 2024-10-01 127.0 16.666666666666668 7.619999999999999 0.0
"FACILITY 109" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-10-01 6190.0 71.66666666666667 86.37209302325581 0.0
"FACILITY 109" "FEMALE CONDOMS" 2024-10-01 3616.0 450.0 8.035555555555556 0.0
"FACILITY 109" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," 2024-10-01 80.0 116.33333333333333 0.6876790830945559 0.0
"FACILITY 109" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" 2024-10-01 470.0 53.333333333333336 8.8125 0.0
"FACILITY 109" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" 2024-10-01 1235.0 293.0 4.215017064846417 0.0
"FACILITY 109" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" 2024-10-01 610.0 136.66666666666666 4.463414634146342 0.0
"FACILITY 109" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" 2024-09-01 620.0 143.33333333333334 4.325581395348837 0.0
"FACILITY 109" "MALE CONDOMS" 2024-10-01 140516.0 42560.0 3.3015977443609024 0.0
"FACILITY 109" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" 2024-10-01 7520.0 2080.0 3.6153846153846154 0.0
"FACILITY 109" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" 2024-10-01 4200.0 1216.6666666666667 3.4520547945205475 0.0
"FACILITY 109" "MISOPROSTOL 200 MCG, TABLETS" 2024-10-01 1718.0 72.33333333333333 23.75115207373272 0.0
"FACILITY 109" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" 2024-10-01 90.0 43.0 2.0930232558139537 0.0
"FACILITY 109" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" 2024-10-01 2799.0 1052.0 2.6606463878326996 0.0
"FACILITY 109" "OXYTOCIN 10 IU/ML, 1ML" 2024-10-01 11240.0 933.3333333333334 12.042857142857143 0.0
"FACILITY 109" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" 2024-10-01 1900.0 550.0 3.4545454545454546 0.0
"FACILITY 109" "TRANEXAMIC ACID 500MG" 2024-09-01 37.0 190.66666666666666 0.19405594405594406 0.0
"FACILITY 11" "COPPER CONTAINING IUCD (COPPER T)" 2024-09-01 19.0 13.666666666666666 1.3902439024390245 0.0
"FACILITY 11" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" 2024-09-01 100.0   0.0
"FACILITY 11" "FEMALE CONDOMS" 2024-10-01 2270.0 93.33333333333333 24.321428571428573 0.0
